Date,Year,Month,Day,Category,Product Name,Sales Channel,Payment Method,Price IR,Qty,Discount IR,Revenue IR,Price,Discount,Revenue
13-08-2022,2022,8,Saturday,Accessories,Acrylic Frame,Tokopedia Official,E-Wallet,50000,1,0,50000,2.872077661,0,2.872077661
13-08-2022,2022,8,Saturday,Film,Instax Mini Film (20s),Website,Credit Card,185000,3,0,555000,10.62668735,0,31.88006204
13-08-2022,2022,8,Saturday,Film,Instax Square Film (10s),Shopee Mall,Bank Transfer,150000,3,0,450000,8.616232983,0,25.84869895
13-08-2022,2022,8,Saturday,Camera,Instax Mini Evo,Surabaya Branch,Paylater,2900000,1,0,2900000,166.5805043,0,166.5805043
13-08-2022,2022,8,Saturday,Camera,Instax Mini Evo,Shopee Mall,Credit Card,2900000,1,0,2900000,166.5805043,0,166.5805043
13-08-2022,2022,8,Saturday,Film,Instax Square Film (10s),Surabaya Branch,Paylater,150000,1,0,150000,8.616232983,0,8.616232983
13-08-2022,2022,8,Saturday,Accessories,Acrylic Frame,Tokopedia Official,E-Wallet,50000,3,0,150000,2.872077661,0,8.616232983
13-08-2022,2022,8,Saturday,Film,Instax Mini Film (10s),Tokopedia Official,Paylater,95000,1,0,95000,5.456947556,0,5.456947556
14-08-2022,2022,8,Sunday,Camera,Instax Wide 300,Shopee Mall,Bank Transfer,1800000,1,0,1800000,103.3947958,0,103.3947958
14-08-2022,2022,8,Sunday,Film,Instax Square Film (10s),Jakarta Official Store,Bank Transfer,150000,2,0,300000,8.616232983,0,17.23246597
14-08-2022,2022,8,Sunday,Camera,Instax Square SQ1,Surabaya Branch,Credit Card,1900000,1,0,1900000,109.1389511,0,109.1389511
14-08-2022,2022,8,Sunday,Film,Instax Mini Film (10s),Jakarta Official Store,Paylater,95000,1,0,95000,5.456947556,0,5.456947556
14-08-2022,2022,8,Sunday,Accessories,Camera Case / Bag,Jakarta Official Store,Credit Card,150000,5,0,750000,8.616232983,0,43.08116491
14-08-2022,2022,8,Sunday,Accessories,Camera Case / Bag,Surabaya Branch,Paylater,150000,1,0,150000,8.616232983,0,8.616232983
14-08-2022,2022,8,Sunday,Film,Instax Mini Film (20s),Shopee Mall,Credit Card,185000,3,0,555000,10.62668735,0,31.88006204
14-08-2022,2022,8,Sunday,Film,Instax Mini Film (20s),Tokopedia Official,E-Wallet,185000,1,9250,175750,10.62668735,0.531334367,10.09535298
14-08-2022,2022,8,Sunday,Film,Instax Mini Film (10s),Shopee Mall,E-Wallet,95000,4,0,380000,5.456947556,0,21.82779022
14-08-2022,2022,8,Sunday,Camera,Instax Square SQ1,Website,E-Wallet,1900000,1,0,1900000,109.1389511,0,109.1389511
15-08-2022,2022,8,Monday,Accessories,Acrylic Frame,Surabaya Branch,Paylater,50000,5,0,250000,2.872077661,0,14.3603883
15-08-2022,2022,8,Monday,Camera,Instax Square SQ1,Jakarta Official Store,E-Wallet,1900000,1,0,1900000,109.1389511,0,109.1389511
15-08-2022,2022,8,Monday,Film,Instax Mini Film (20s),Jakarta Official Store,Paylater,185000,1,0,185000,10.62668735,0,10.62668735
15-08-2022,2022,8,Monday,Film,Instax Mini Film (20s),Tokopedia Official,Bank Transfer,185000,1,0,185000,10.62668735,0,10.62668735
16-08-2022,2022,8,Tuesday,Film,Instax Square Film (10s),Tokopedia Official,Paylater,150000,2,0,300000,8.616232983,0,17.23246597
16-08-2022,2022,8,Tuesday,Film,Instax Mini Film (20s),Jakarta Official Store,Paylater,185000,1,0,185000,10.62668735,0,10.62668735
17-08-2022,2022,8,Wednesday,Film,Instax Mini Film (10s),Surabaya Branch,Bank Transfer,95000,2,0,190000,5.456947556,0,10.91389511
17-08-2022,2022,8,Wednesday,Camera,Instax Mini Evo,Shopee Mall,E-Wallet,2900000,1,0,2900000,166.5805043,0,166.5805043
17-08-2022,2022,8,Wednesday,Camera,Instax Square SQ1,Surabaya Branch,E-Wallet,1900000,1,0,1900000,109.1389511,0,109.1389511
18-08-2022,2022,8,Thursday,Film,Instax Mini Film (20s),Website,E-Wallet,185000,1,0,185000,10.62668735,0,10.62668735
18-08-2022,2022,8,Thursday,Film,Instax Square Film (10s),Website,Paylater,150000,1,0,150000,8.616232983,0,8.616232983
18-08-2022,2022,8,Thursday,Accessories,Camera Case / Bag,Shopee Mall,E-Wallet,150000,4,0,600000,8.616232983,0,34.46493193
18-08-2022,2022,8,Thursday,Film,Instax Mini Film (20s),Tokopedia Official,Bank Transfer,185000,4,0,740000,10.62668735,0,42.50674938
18-08-2022,2022,8,Thursday,Film,Instax Mini Film (20s),Shopee Mall,Bank Transfer,185000,1,0,185000,10.62668735,0,10.62668735
18-08-2022,2022,8,Thursday,Camera,Instax Square SQ1,Website,Credit Card,1900000,1,95000,1805000,109.1389511,5.456947556,103.6820036
19-08-2022,2022,8,Friday,Accessories,Instax Photo Album,Shopee Mall,Bank Transfer,75000,1,0,75000,4.308116491,0,4.308116491
19-08-2022,2022,8,Friday,Accessories,Camera Case / Bag,Tokopedia Official,Credit Card,150000,3,0,450000,8.616232983,0,25.84869895
19-08-2022,2022,8,Friday,Accessories,Acrylic Frame,Surabaya Branch,E-Wallet,50000,1,0,50000,2.872077661,0,2.872077661
19-08-2022,2022,8,Friday,Film,Instax Square Film (10s),Surabaya Branch,Credit Card,150000,1,0,150000,8.616232983,0,8.616232983
19-08-2022,2022,8,Friday,Accessories,Acrylic Frame,Tokopedia Official,Paylater,50000,1,0,50000,2.872077661,0,2.872077661
19-08-2022,2022,8,Friday,Film,Instax Mini Film (20s),Surabaya Branch,E-Wallet,185000,2,18500,351500,10.62668735,1.062668735,20.19070596
19-08-2022,2022,8,Friday,Accessories,Camera Case / Bag,Shopee Mall,Paylater,150000,1,7500,142500,8.616232983,0.430811649,8.185421334
19-08-2022,2022,8,Friday,Film,Instax Square Film (10s),Jakarta Official Store,Paylater,150000,2,0,300000,8.616232983,0,17.23246597
19-08-2022,2022,8,Friday,Camera,Instax Mini 11,Shopee Mall,Bank Transfer,1100000,1,0,1100000,63.18570854,0,63.18570854
19-08-2022,2022,8,Friday,Accessories,Acrylic Frame,Surabaya Branch,E-Wallet,50000,2,0,100000,2.872077661,0,5.744155322
20-08-2022,2022,8,Saturday,Film,Instax Mini Film (20s),Jakarta Official Store,Credit Card,185000,4,0,740000,10.62668735,0,42.50674938
20-08-2022,2022,8,Saturday,Film,Instax Square Film (10s),Jakarta Official Store,Paylater,150000,1,0,150000,8.616232983,0,8.616232983
20-08-2022,2022,8,Saturday,Film,Instax Mini Film (20s),Surabaya Branch,Bank Transfer,185000,1,9250,175750,10.62668735,0.531334367,10.09535298
20-08-2022,2022,8,Saturday,Accessories,Instax Photo Album,Jakarta Official Store,Credit Card,75000,1,0,75000,4.308116491,0,4.308116491
20-08-2022,2022,8,Saturday,Camera,Instax Square SQ1,Tokopedia Official,Credit Card,1900000,1,0,1900000,109.1389511,0,109.1389511
20-08-2022,2022,8,Saturday,Film,Instax Square Film (10s),Shopee Mall,Credit Card,150000,2,0,300000,8.616232983,0,17.23246597
20-08-2022,2022,8,Saturday,Film,Instax Mini Film (20s),Tokopedia Official,Bank Transfer,185000,5,0,925000,10.62668735,0,53.13343673
21-08-2022,2022,8,Sunday,Accessories,Acrylic Frame,Website,E-Wallet,50000,4,0,200000,2.872077661,0,11.48831064
21-08-2022,2022,8,Sunday,Accessories,Acrylic Frame,Jakarta Official Store,E-Wallet,50000,4,0,200000,2.872077661,0,11.48831064
21-08-2022,2022,8,Sunday,Camera,Instax Mini Evo,Website,E-Wallet,2900000,1,0,2900000,166.5805043,0,166.5805043
21-08-2022,2022,8,Sunday,Film,Instax Mini Film (20s),Shopee Mall,Bank Transfer,185000,3,0,555000,10.62668735,0,31.88006204
21-08-2022,2022,8,Sunday,Accessories,Acrylic Frame,Tokopedia Official,Bank Transfer,50000,3,0,150000,2.872077661,0,8.616232983
21-08-2022,2022,8,Sunday,Film,Instax Square Film (10s),Shopee Mall,Bank Transfer,150000,1,0,150000,8.616232983,0,8.616232983
21-08-2022,2022,8,Sunday,Film,Instax Square Film (10s),Tokopedia Official,Paylater,150000,2,0,300000,8.616232983,0,17.23246597
21-08-2022,2022,8,Sunday,Accessories,Camera Case / Bag,Surabaya Branch,Credit Card,150000,2,0,300000,8.616232983,0,17.23246597
21-08-2022,2022,8,Sunday,Film,Instax Mini Film (10s),Tokopedia Official,Paylater,95000,2,0,190000,5.456947556,0,10.91389511
21-08-2022,2022,8,Sunday,Film,Instax Square Film (10s),Tokopedia Official,Bank Transfer,150000,4,0,600000,8.616232983,0,34.46493193
21-08-2022,2022,8,Sunday,Film,Instax Mini Film (20s),Surabaya Branch,Paylater,185000,1,0,185000,10.62668735,0,10.62668735
22-08-2022,2022,8,Monday,Camera,Instax Mini 11,Shopee Mall,Bank Transfer,1100000,1,55000,1045000,63.18570854,3.159285427,60.02642311
22-08-2022,2022,8,Monday,Camera,Instax Square SQ1,Shopee Mall,Bank Transfer,1900000,1,0,1900000,109.1389511,0,109.1389511
22-08-2022,2022,8,Monday,Film,Instax Mini Film (10s),Surabaya Branch,Bank Transfer,95000,2,0,190000,5.456947556,0,10.91389511
22-08-2022,2022,8,Monday,Accessories,Instax Photo Album,Jakarta Official Store,E-Wallet,75000,2,0,150000,4.308116491,0,8.616232983
22-08-2022,2022,8,Monday,Film,Instax Mini Film (20s),Tokopedia Official,Bank Transfer,185000,2,0,370000,10.62668735,0,21.25337469
23-08-2022,2022,8,Tuesday,Accessories,Acrylic Frame,Jakarta Official Store,Bank Transfer,50000,1,0,50000,2.872077661,0,2.872077661
23-08-2022,2022,8,Tuesday,Film,Instax Mini Film (20s),Shopee Mall,E-Wallet,185000,3,0,555000,10.62668735,0,31.88006204
23-08-2022,2022,8,Tuesday,Film,Instax Mini Film (10s),Website,Paylater,95000,1,0,95000,5.456947556,0,5.456947556
23-08-2022,2022,8,Tuesday,Film,Instax Square Film (10s),Shopee Mall,Paylater,150000,1,7500,142500,8.616232983,0.430811649,8.185421334
23-08-2022,2022,8,Tuesday,Camera,Instax Wide 300,Tokopedia Official,Bank Transfer,1800000,1,0,1800000,103.3947958,0,103.3947958
23-08-2022,2022,8,Tuesday,Film,Instax Square Film (10s),Shopee Mall,E-Wallet,150000,1,0,150000,8.616232983,0,8.616232983
23-08-2022,2022,8,Tuesday,Camera,Instax Mini 11,Tokopedia Official,E-Wallet,1100000,1,0,1100000,63.18570854,0,63.18570854
23-08-2022,2022,8,Tuesday,Accessories,Camera Case / Bag,Surabaya Branch,Credit Card,150000,1,0,150000,8.616232983,0,8.616232983
23-08-2022,2022,8,Tuesday,Camera,Instax Mini Evo,Tokopedia Official,Credit Card,2900000,1,0,2900000,166.5805043,0,166.5805043
24-08-2022,2022,8,Wednesday,Film,Instax Mini Film (10s),Shopee Mall,Paylater,95000,2,0,190000,5.456947556,0,10.91389511
24-08-2022,2022,8,Wednesday,Camera,Instax Mini 11,Tokopedia Official,Credit Card,1100000,1,0,1100000,63.18570854,0,63.18570854
24-08-2022,2022,8,Wednesday,Film,Instax Mini Film (20s),Surabaya Branch,Bank Transfer,185000,2,0,370000,10.62668735,0,21.25337469
24-08-2022,2022,8,Wednesday,Film,Instax Mini Film (20s),Tokopedia Official,Bank Transfer,185000,1,0,185000,10.62668735,0,10.62668735
24-08-2022,2022,8,Wednesday,Film,Instax Mini Film (20s),Surabaya Branch,Credit Card,185000,1,0,185000,10.62668735,0,10.62668735
24-08-2022,2022,8,Wednesday,Camera,Instax Mini 11,Tokopedia Official,Bank Transfer,1100000,1,0,1100000,63.18570854,0,63.18570854
24-08-2022,2022,8,Wednesday,Film,Instax Mini Film (10s),Shopee Mall,E-Wallet,95000,5,0,475000,5.456947556,0,27.28473778
24-08-2022,2022,8,Wednesday,Camera,Instax Mini 11,Website,E-Wallet,1100000,1,55000,1045000,63.18570854,3.159285427,60.02642311
24-08-2022,2022,8,Wednesday,Film,Instax Square Film (10s),Website,E-Wallet,150000,5,0,750000,8.616232983,0,43.08116491
24-08-2022,2022,8,Wednesday,Film,Instax Square Film (10s),Jakarta Official Store,Credit Card,150000,2,0,300000,8.616232983,0,17.23246597
25-08-2022,2022,8,Thursday,Film,Instax Mini Film (20s),Jakarta Official Store,Paylater,185000,1,0,185000,10.62668735,0,10.62668735
25-08-2022,2022,8,Thursday,Film,Instax Mini Film (10s),Tokopedia Official,Credit Card,95000,1,0,95000,5.456947556,0,5.456947556
25-08-2022,2022,8,Thursday,Film,Instax Square Film (10s),Website,Bank Transfer,150000,1,0,150000,8.616232983,0,8.616232983
25-08-2022,2022,8,Thursday,Film,Instax Mini Film (10s),Tokopedia Official,Paylater,95000,5,0,475000,5.456947556,0,27.28473778
25-08-2022,2022,8,Thursday,Accessories,Camera Case / Bag,Website,Credit Card,150000,2,0,300000,8.616232983,0,17.23246597
25-08-2022,2022,8,Thursday,Film,Instax Mini Film (10s),Shopee Mall,E-Wallet,95000,2,0,190000,5.456947556,0,10.91389511
25-08-2022,2022,8,Thursday,Accessories,Acrylic Frame,Jakarta Official Store,E-Wallet,50000,1,0,50000,2.872077661,0,2.872077661
25-08-2022,2022,8,Thursday,Camera,Instax Mini 11,Website,Paylater,1100000,1,0,1100000,63.18570854,0,63.18570854
25-08-2022,2022,8,Thursday,Camera,Instax Wide 300,Tokopedia Official,Credit Card,1800000,1,90000,1710000,103.3947958,5.16973979,98.22505601
26-08-2022,2022,8,Friday,Accessories,Instax Photo Album,Shopee Mall,E-Wallet,75000,1,0,75000,4.308116491,0,4.308116491
26-08-2022,2022,8,Friday,Film,Instax Mini Film (10s),Shopee Mall,E-Wallet,95000,2,0,190000,5.456947556,0,10.91389511
26-08-2022,2022,8,Friday,Film,Instax Mini Film (10s),Website,E-Wallet,95000,1,0,95000,5.456947556,0,5.456947556
26-08-2022,2022,8,Friday,Film,Instax Mini Film (20s),Tokopedia Official,E-Wallet,185000,1,0,185000,10.62668735,0,10.62668735
26-08-2022,2022,8,Friday,Film,Instax Square Film (10s),Shopee Mall,Paylater,150000,3,0,450000,8.616232983,0,25.84869895
26-08-2022,2022,8,Friday,Camera,Instax Mini 11,Surabaya Branch,Paylater,1100000,1,0,1100000,63.18570854,0,63.18570854
26-08-2022,2022,8,Friday,Accessories,Acrylic Frame,Shopee Mall,E-Wallet,50000,1,0,50000,2.872077661,0,2.872077661
26-08-2022,2022,8,Friday,Film,Instax Square Film (10s),Tokopedia Official,E-Wallet,150000,3,0,450000,8.616232983,0,25.84869895
27-08-2022,2022,8,Saturday,Film,Instax Mini Film (20s),Jakarta Official Store,Paylater,185000,2,0,370000,10.62668735,0,21.25337469
27-08-2022,2022,8,Saturday,Film,Instax Square Film (10s),Website,Paylater,150000,2,15000,285000,8.616232983,0.861623298,16.37084267
27-08-2022,2022,8,Saturday,Film,Instax Square Film (10s),Shopee Mall,E-Wallet,150000,2,0,300000,8.616232983,0,17.23246597
27-08-2022,2022,8,Saturday,Film,Instax Mini Film (10s),Tokopedia Official,E-Wallet,95000,1,0,95000,5.456947556,0,5.456947556
27-08-2022,2022,8,Saturday,Film,Instax Square Film (10s),Surabaya Branch,Credit Card,150000,1,0,150000,8.616232983,0,8.616232983
27-08-2022,2022,8,Saturday,Film,Instax Mini Film (20s),Website,Bank Transfer,185000,1,9250,175750,10.62668735,0.531334367,10.09535298
27-08-2022,2022,8,Saturday,Camera,Instax Wide 300,Shopee Mall,Paylater,1800000,1,0,1800000,103.3947958,0,103.3947958
27-08-2022,2022,8,Saturday,Camera,Instax Mini 11,Surabaya Branch,E-Wallet,1100000,1,0,1100000,63.18570854,0,63.18570854
27-08-2022,2022,8,Saturday,Film,Instax Mini Film (20s),Shopee Mall,Bank Transfer,185000,5,0,925000,10.62668735,0,53.13343673
27-08-2022,2022,8,Saturday,Accessories,Instax Photo Album,Jakarta Official Store,Paylater,75000,3,0,225000,4.308116491,0,12.92434947
27-08-2022,2022,8,Saturday,Film,Instax Mini Film (20s),Surabaya Branch,Paylater,185000,2,0,370000,10.62668735,0,21.25337469
27-08-2022,2022,8,Saturday,Accessories,Instax Photo Album,Surabaya Branch,E-Wallet,75000,2,0,150000,4.308116491,0,8.616232983
27-08-2022,2022,8,Saturday,Film,Instax Mini Film (20s),Surabaya Branch,Bank Transfer,185000,1,9250,175750,10.62668735,0.531334367,10.09535298
27-08-2022,2022,8,Saturday,Film,Instax Square Film (10s),Jakarta Official Store,Paylater,150000,2,15000,285000,8.616232983,0.861623298,16.37084267
27-08-2022,2022,8,Saturday,Film,Instax Mini Film (10s),Shopee Mall,Bank Transfer,95000,2,0,190000,5.456947556,0,10.91389511
28-08-2022,2022,8,Sunday,Film,Instax Mini Film (10s),Shopee Mall,Credit Card,95000,1,0,95000,5.456947556,0,5.456947556
28-08-2022,2022,8,Sunday,Film,Instax Mini Film (20s),Shopee Mall,Bank Transfer,185000,1,0,185000,10.62668735,0,10.62668735
28-08-2022,2022,8,Sunday,Film,Instax Mini Film (10s),Website,E-Wallet,95000,3,0,285000,5.456947556,0,16.37084267
28-08-2022,2022,8,Sunday,Accessories,Camera Case / Bag,Shopee Mall,Paylater,150000,5,0,750000,8.616232983,0,43.08116491
28-08-2022,2022,8,Sunday,Film,Instax Square Film (10s),Shopee Mall,Bank Transfer,150000,1,0,150000,8.616232983,0,8.616232983
28-08-2022,2022,8,Sunday,Accessories,Camera Case / Bag,Website,Credit Card,150000,1,0,150000,8.616232983,0,8.616232983
28-08-2022,2022,8,Sunday,Accessories,Acrylic Frame,Website,Credit Card,50000,2,0,100000,2.872077661,0,5.744155322
28-08-2022,2022,8,Sunday,Film,Instax Mini Film (20s),Website,Credit Card,185000,1,0,185000,10.62668735,0,10.62668735
28-08-2022,2022,8,Sunday,Accessories,Camera Case / Bag,Jakarta Official Store,E-Wallet,150000,1,0,150000,8.616232983,0,8.616232983
28-08-2022,2022,8,Sunday,Film,Instax Mini Film (20s),Shopee Mall,Credit Card,185000,2,0,370000,10.62668735,0,21.25337469
28-08-2022,2022,8,Sunday,Film,Instax Mini Film (10s),Shopee Mall,Paylater,95000,5,0,475000,5.456947556,0,27.28473778
29-08-2022,2022,8,Monday,Accessories,Instax Photo Album,Surabaya Branch,Bank Transfer,75000,1,0,75000,4.308116491,0,4.308116491
29-08-2022,2022,8,Monday,Film,Instax Mini Film (20s),Website,Credit Card,185000,2,18500,351500,10.62668735,1.062668735,20.19070596
29-08-2022,2022,8,Monday,Camera,Instax Wide 300,Shopee Mall,E-Wallet,1800000,1,0,1800000,103.3947958,0,103.3947958
29-08-2022,2022,8,Monday,Film,Instax Mini Film (10s),Jakarta Official Store,Paylater,95000,1,0,95000,5.456947556,0,5.456947556
29-08-2022,2022,8,Monday,Film,Instax Mini Film (20s),Tokopedia Official,Bank Transfer,185000,2,0,370000,10.62668735,0,21.25337469
29-08-2022,2022,8,Monday,Camera,Instax Mini 11,Jakarta Official Store,Paylater,1100000,1,0,1100000,63.18570854,0,63.18570854
30-08-2022,2022,8,Tuesday,Film,Instax Mini Film (20s),Website,Paylater,185000,1,0,185000,10.62668735,0,10.62668735
30-08-2022,2022,8,Tuesday,Film,Instax Mini Film (10s),Jakarta Official Store,Credit Card,95000,4,0,380000,5.456947556,0,21.82779022
30-08-2022,2022,8,Tuesday,Film,Instax Square Film (10s),Surabaya Branch,Bank Transfer,150000,4,30000,570000,8.616232983,1.723246597,32.74168534
30-08-2022,2022,8,Tuesday,Accessories,Camera Case / Bag,Surabaya Branch,E-Wallet,150000,2,0,300000,8.616232983,0,17.23246597
30-08-2022,2022,8,Tuesday,Film,Instax Mini Film (20s),Surabaya Branch,Credit Card,185000,1,0,185000,10.62668735,0,10.62668735
30-08-2022,2022,8,Tuesday,Accessories,Instax Photo Album,Jakarta Official Store,Bank Transfer,75000,1,0,75000,4.308116491,0,4.308116491
30-08-2022,2022,8,Tuesday,Film,Instax Mini Film (20s),Tokopedia Official,Bank Transfer,185000,1,0,185000,10.62668735,0,10.62668735
30-08-2022,2022,8,Tuesday,Film,Instax Mini Film (20s),Surabaya Branch,Credit Card,185000,2,0,370000,10.62668735,0,21.25337469
30-08-2022,2022,8,Tuesday,Accessories,Acrylic Frame,Shopee Mall,Bank Transfer,50000,4,0,200000,2.872077661,0,11.48831064
31-08-2022,2022,8,Wednesday,Accessories,Acrylic Frame,Jakarta Official Store,Paylater,50000,1,0,50000,2.872077661,0,2.872077661
31-08-2022,2022,8,Wednesday,Accessories,Acrylic Frame,Shopee Mall,Credit Card,50000,1,0,50000,2.872077661,0,2.872077661
31-08-2022,2022,8,Wednesday,Accessories,Camera Case / Bag,Surabaya Branch,E-Wallet,150000,3,0,450000,8.616232983,0,25.84869895
31-08-2022,2022,8,Wednesday,Accessories,Camera Case / Bag,Website,E-Wallet,150000,4,0,600000,8.616232983,0,34.46493193
31-08-2022,2022,8,Wednesday,Accessories,Instax Photo Album,Jakarta Official Store,E-Wallet,75000,1,0,75000,4.308116491,0,4.308116491
31-08-2022,2022,8,Wednesday,Film,Instax Mini Film (10s),Tokopedia Official,Paylater,95000,1,0,95000,5.456947556,0,5.456947556
31-08-2022,2022,8,Wednesday,Film,Instax Mini Film (20s),Shopee Mall,Credit Card,185000,2,0,370000,10.62668735,0,21.25337469
31-08-2022,2022,8,Wednesday,Film,Instax Square Film (10s),Jakarta Official Store,Paylater,150000,1,0,150000,8.616232983,0,8.616232983
31-08-2022,2022,8,Wednesday,Film,Instax Mini Film (20s),Surabaya Branch,E-Wallet,185000,1,0,185000,10.62668735,0,10.62668735
31-08-2022,2022,8,Wednesday,Film,Instax Mini Film (20s),Website,Credit Card,185000,1,0,185000,10.62668735,0,10.62668735
31-08-2022,2022,8,Wednesday,Accessories,Camera Case / Bag,Surabaya Branch,Paylater,150000,3,0,450000,8.616232983,0,25.84869895
01-09-2022,2022,9,Thursday,Camera,Instax Wide 300,Shopee Mall,Paylater,1800000,1,0,1800000,103.3947958,0,103.3947958
01-09-2022,2022,9,Thursday,Accessories,Instax Photo Album,Jakarta Official Store,Bank Transfer,75000,1,0,75000,4.308116491,0,4.308116491
01-09-2022,2022,9,Thursday,Film,Instax Mini Film (20s),Tokopedia Official,E-Wallet,185000,3,0,555000,10.62668735,0,31.88006204
02-09-2022,2022,9,Friday,Accessories,Camera Case / Bag,Website,Paylater,150000,1,0,150000,8.616232983,0,8.616232983
02-09-2022,2022,9,Friday,Film,Instax Mini Film (10s),Surabaya Branch,E-Wallet,95000,1,0,95000,5.456947556,0,5.456947556
02-09-2022,2022,9,Friday,Film,Instax Mini Film (10s),Jakarta Official Store,Paylater,95000,2,0,190000,5.456947556,0,10.91389511
02-09-2022,2022,9,Friday,Camera,Instax Square SQ1,Shopee Mall,Credit Card,1900000,1,0,1900000,109.1389511,0,109.1389511
02-09-2022,2022,9,Friday,Film,Instax Mini Film (10s),Website,Paylater,95000,2,0,190000,5.456947556,0,10.91389511
02-09-2022,2022,9,Friday,Accessories,Camera Case / Bag,Tokopedia Official,Bank Transfer,150000,2,0,300000,8.616232983,0,17.23246597
02-09-2022,2022,9,Friday,Accessories,Acrylic Frame,Tokopedia Official,Credit Card,50000,3,0,150000,2.872077661,0,8.616232983
03-09-2022,2022,9,Saturday,Film,Instax Mini Film (10s),Jakarta Official Store,Credit Card,95000,1,0,95000,5.456947556,0,5.456947556
03-09-2022,2022,9,Saturday,Camera,Instax Mini Evo,Website,Credit Card,2900000,1,0,2900000,166.5805043,0,166.5805043
03-09-2022,2022,9,Saturday,Accessories,Instax Photo Album,Website,Bank Transfer,75000,2,0,150000,4.308116491,0,8.616232983
03-09-2022,2022,9,Saturday,Accessories,Acrylic Frame,Jakarta Official Store,E-Wallet,50000,4,0,200000,2.872077661,0,11.48831064
03-09-2022,2022,9,Saturday,Film,Instax Mini Film (10s),Website,E-Wallet,95000,1,0,95000,5.456947556,0,5.456947556
03-09-2022,2022,9,Saturday,Film,Instax Square Film (10s),Website,Bank Transfer,150000,2,15000,285000,8.616232983,0.861623298,16.37084267
03-09-2022,2022,9,Saturday,Accessories,Instax Photo Album,Jakarta Official Store,Bank Transfer,75000,1,0,75000,4.308116491,0,4.308116491
04-09-2022,2022,9,Sunday,Accessories,Camera Case / Bag,Jakarta Official Store,E-Wallet,150000,1,0,150000,8.616232983,0,8.616232983
04-09-2022,2022,9,Sunday,Film,Instax Mini Film (20s),Shopee Mall,Paylater,185000,1,0,185000,10.62668735,0,10.62668735
04-09-2022,2022,9,Sunday,Film,Instax Square Film (10s),Jakarta Official Store,E-Wallet,150000,1,0,150000,8.616232983,0,8.616232983
04-09-2022,2022,9,Sunday,Camera,Instax Square SQ1,Jakarta Official Store,Paylater,1900000,2,190000,3610000,109.1389511,10.91389511,207.3640071
04-09-2022,2022,9,Sunday,Film,Instax Mini Film (10s),Tokopedia Official,Paylater,95000,5,0,475000,5.456947556,0,27.28473778
04-09-2022,2022,9,Sunday,Accessories,Camera Case / Bag,Jakarta Official Store,Paylater,150000,1,0,150000,8.616232983,0,8.616232983
04-09-2022,2022,9,Sunday,Accessories,Camera Case / Bag,Surabaya Branch,Credit Card,150000,4,0,600000,8.616232983,0,34.46493193
04-09-2022,2022,9,Sunday,Film,Instax Mini Film (20s),Surabaya Branch,Bank Transfer,185000,2,0,370000,10.62668735,0,21.25337469
04-09-2022,2022,9,Sunday,Accessories,Camera Case / Bag,Surabaya Branch,Credit Card,150000,1,0,150000,8.616232983,0,8.616232983
04-09-2022,2022,9,Sunday,Film,Instax Mini Film (20s),Surabaya Branch,E-Wallet,185000,3,27750,527250,10.62668735,1.594003102,30.28605894
04-09-2022,2022,9,Sunday,Film,Instax Mini Film (20s),Jakarta Official Store,Paylater,185000,1,0,185000,10.62668735,0,10.62668735
04-09-2022,2022,9,Sunday,Film,Instax Mini Film (20s),Surabaya Branch,E-Wallet,185000,5,0,925000,10.62668735,0,53.13343673
05-09-2022,2022,9,Monday,Film,Instax Mini Film (20s),Jakarta Official Store,Paylater,185000,1,0,185000,10.62668735,0,10.62668735
05-09-2022,2022,9,Monday,Accessories,Acrylic Frame,Website,Credit Card,50000,2,0,100000,2.872077661,0,5.744155322
05-09-2022,2022,9,Monday,Accessories,Acrylic Frame,Surabaya Branch,E-Wallet,50000,1,0,50000,2.872077661,0,2.872077661
05-09-2022,2022,9,Monday,Film,Instax Square Film (10s),Tokopedia Official,Bank Transfer,150000,5,0,750000,8.616232983,0,43.08116491
05-09-2022,2022,9,Monday,Film,Instax Mini Film (10s),Website,E-Wallet,95000,1,4750,90250,5.456947556,0.272847378,5.184100178
05-09-2022,2022,9,Monday,Film,Instax Square Film (10s),Shopee Mall,Credit Card,150000,1,0,150000,8.616232983,0,8.616232983
05-09-2022,2022,9,Monday,Accessories,Acrylic Frame,Tokopedia Official,E-Wallet,50000,5,0,250000,2.872077661,0,14.3603883
05-09-2022,2022,9,Monday,Camera,Instax Mini 11,Jakarta Official Store,Bank Transfer,1100000,1,0,1100000,63.18570854,0,63.18570854
05-09-2022,2022,9,Monday,Film,Instax Mini Film (20s),Surabaya Branch,Paylater,185000,1,0,185000,10.62668735,0,10.62668735
05-09-2022,2022,9,Monday,Accessories,Acrylic Frame,Jakarta Official Store,E-Wallet,50000,1,0,50000,2.872077661,0,2.872077661
05-09-2022,2022,9,Monday,Film,Instax Mini Film (20s),Jakarta Official Store,Paylater,185000,1,0,185000,10.62668735,0,10.62668735
05-09-2022,2022,9,Monday,Accessories,Camera Case / Bag,Shopee Mall,Credit Card,150000,5,0,750000,8.616232983,0,43.08116491
06-09-2022,2022,9,Tuesday,Film,Instax Mini Film (20s),Surabaya Branch,Paylater,185000,1,0,185000,10.62668735,0,10.62668735
06-09-2022,2022,9,Tuesday,Film,Instax Mini Film (10s),Jakarta Official Store,Bank Transfer,95000,2,0,190000,5.456947556,0,10.91389511
